drug_name_normalization_v1_run_id	raw_drug_name	normalized_raw_drug_name_for_matching	provisional_normalized_drug_name	normalization_rule	normalization_confidence	manual_review_needed	notes
20260415T045844Z	Yondelis	yondelis	trabectedin	brand_generic_equivalence	confident	no	Yondelis collapses to trabectedin.
20260415T045844Z	[Unknown]	unknown	[Unknown]	missing_like_value_preserved	unmapped	yes	Missing-like raw values are preserved exactly and left unmapped in v1.
20260415T045844Z	abraxane	abraxane	albumin-bound paclitaxel	formulation_or_brand_generic_equivalence	confident	no	Protein-bound paclitaxel and Abraxane collapse to albumin-bound paclitaxel.
20260415T045844Z	adriamicin	adriamicin	doxorubicin	brand_or_generic_spelling_variant_review_needed	review_needed	yes	Doxorubicin/Adriamycin spelling variants collapse provisionally to doxorubicin and remain flagged for manual review.
20260415T045844Z	adriamycin+cuclophosphamide	adriamycin cuclophosphamide	adriamycin+cuclophosphamide	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	adriamycin+cyclophosphamid	adriamycin cyclophosphamid	adriamycin+cyclophosphamid	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	adrimicin+cyclophosphamide	adrimicin cyclophosphamide	adrimicin+cyclophosphamide	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	adrimycin+cyclophosphamide	adrimycin cyclophosphamide	adrimycin+cyclophosphamide	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	anastrozolum	anastrozolum	anastrozole	obvious_spelling_variant_review_needed	review_needed	yes	Anastrozole spelling variants collapse provisionally to anastrozole and remain flagged for manual review.
20260415T045844Z	aromatase exemestane	aromatase exemestane	exemestane	qualified_name_review_needed	review_needed	yes	Qualified exemestane labels collapse provisionally to exemestane and remain flagged for manual review.
20260415T045844Z	avastin	avastin	bevacizumab	brand_generic_equivalence_or_case_normalization	confident	no	Bevacizumab and Avastin collapse to bevacizumab.
20260415T045844Z	clodronate	clodronate	clodronate	case_punctuation_normalization_only	confident	no	Single-agent name retained with case normalization only.
20260415T045844Z	clodronic acid	clodronic acid	clodronate	acid_salt_or_spelling_variant_review_needed	review_needed	yes	Clodronate spelling/acid-form variants collapse provisionally to clodronate and remain flagged for manual review.
20260415T045844Z	cyclophosphamide+methotrexatum+fluorouracillum	cyclophosphamide methotrexatum fluorouracillum	cyclophosphamide+methotrexatum+fluorouracillum	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	cyclophosphamidum	cyclophosphamidum	cyclophosphamide	obvious_spelling_variant_review_needed	review_needed	yes	Cyclophosphamide spelling variants collapse provisionally to cyclophosphamide and remain flagged for manual review.
20260415T045844Z	doxorubicin HCL	doxorubicin hcl	doxorubicin	salt_form_review_needed	review_needed	yes	Doxorubicin salt-form labels collapse provisionally to doxorubicin and remain flagged for manual review.
20260415T045844Z	doxorubicin+ cyclophosphamide	doxorubicin cyclophosphamide	doxorubicin+ cyclophosphamide	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	doxorubicin+cyclophosphamid	doxorubicin cyclophosphamid	doxorubicin+cyclophosphamid	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	doxorubicine cyclophosphamide tamoxifen	doxorubicine cyclophosphamide tamoxifen	doxorubicine cyclophosphamide tamoxifen	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	faslodex	faslodex	fulvestrant	brand_generic_equivalence_or_parenthetical_equivalence	confident	no	Fulvestrant and Faslodex collapse to fulvestrant.
20260415T045844Z	femara	femara	letrozole	brand_generic_equivalence_or_parenthetical_equivalence	confident	no	Letrozole and Femara labels collapse to letrozole.
20260415T045844Z	gemcitabine	gemcitabine	gemcitabine	brand_generic_equivalence_or_case_normalization	confident	no	Gemcitabine and Gemzar collapse to gemcitabine.
20260415T045844Z	lapatinib	lapatinib	lapatinib	case_punctuation_normalization_only	confident	no	Single-agent name retained with case normalization only.
20260415T045844Z	letrozolum	letrozolum	letrozole	obvious_spelling_variant_review_needed	review_needed	yes	Letrozole spelling variants collapse provisionally to letrozole and remain flagged for manual review.
20260415T045844Z	methotrexate+5 fluorouracil+cyclophosphamide	methotrexate 5 fluorouracil cyclophosphamide	methotrexate+5 fluorouracil+cyclophosphamide	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	metotreksat	metotreksat	methotrexate	obvious_spelling_variant_review_needed	review_needed	yes	Methotrexate spelling variants collapse provisionally to methotrexate and remain flagged for manual review.
20260415T045844Z	paclitaxelum	paclitaxelum	paclitaxel	obvious_spelling_variant_review_needed	review_needed	yes	Paclitaxel spelling variants collapse provisionally to paclitaxel and remain flagged for manual review.
20260415T045844Z	tamoxifen citrate	tamoxifen citrate	tamoxifen	brand_generic_equivalence_or_case_normalization	confident	no	Tamoxifen brand/salt variants collapse to tamoxifen.
20260415T045844Z	tamoxiphen+anastrazolum	tamoxiphen anastrazolum	tamoxiphen+anastrazolum	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	tamoxiphene+anastrozolum	tamoxiphene anastrozolum	tamoxiphene+anastrozolum	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	tamoxiphene+leuporeline+gosereline	tamoxiphene leuporeline gosereline	tamoxiphene+leuporeline+gosereline	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	taxol+adriamycin+cyclophosphamide+herceptin	taxol adriamycin cyclophosphamide herceptin	taxol+adriamycin+cyclophosphamide+herceptin	compound_raw_name_preserved_without_split	review_needed	yes	Compound or regimen-like raw drug strings are preserved exactly and not split into component agents in v1.
20260415T045844Z	tc	tc	tc	regimen_or_placeholder_label_preserved	review_needed	yes	Regimen-like or placeholder labels are preserved exactly and are not forced into a single normalized drug name in v1.
20260415T045844Z	trastuzumab	trastuzumab	trastuzumab	brand_generic_equivalence_or_case_normalization	confident	no	Trastuzumab and Herceptin collapse to trastuzumab.
20260415T045844Z	triptorelin	triptorelin	triptorelin	case_punctuation_normalization_only	confident	no	Single-agent name retained with case normalization only.
20260415T045844Z	zoledronic acid	zoledronic acid	zoledronic acid	brand_generic_equivalence_or_case_normalization	confident	no	Zoledronic acid and Zometa collapse to zoledronic acid.
